pl_name,hostname,disc_year,discoverymethod,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist,sy_snum,sy_pnum
"HIP 948 b","HIP 948",2022,"Radial Velocity","Multiple Observatories",24955.45756000000,15.0370000000,12.10000000,6547.26518420,46.40,4497.00,34.85230000,1,1
"K2-365 b","K2-365",2022,"Transit","K2",23.44817200000,,2.90600000,8.78000000,,5561.00,187.22200000,1,1
"K2-366 b","K2-366",2022,"Transit","K2",15.93703900000,,2.35900000,6.16000000,,5601.00,185.94700000,1,1
"K2-367 b","K2-367",2022,"Transit","K2",20.64509900000,,2.41300000,6.41000000,,4348.00,176.96500000,1,1
"K2-368 b","K2-368",2022,"Transit","K2",5.02559800000,,1.33200000,2.34000000,,4663.00,206.60800000,1,3
"K2-368 c","K2-368",2022,"Transit","K2",9.66018600000,,1.36100000,2.42000000,,4663.00,206.60800000,1,3
"K2-368 d","K2-368",2022,"Transit","K2",20.20108500000,,1.94800000,4.45000000,,4663.00,206.60800000,1,3
"K2-369 b","K2-369",2022,"Transit","K2",5.76161200000,,1.31300000,2.28000000,,5682.00,185.55000000,1,1
"K2-370 b","K2-370",2022,"Transit","K2",2.14080930000,0.0321000000,2.67000000,11.10000000,1267.00,5662.00,144.20200000,1,1
"K2-371 b","K2-371",2022,"Transit","K2",3.11490500000,,13.02400000,,956.83,4925.00,442.81300000,1,1
"K2-372 b","K2-372",2022,"Transit","K2",9.84407700000,,2.94500000,8.98000000,,5479.00,463.88000000,1,1
"K2-373 b","K2-373",2022,"Transit","K2",11.02066000000,,2.06100000,4.90000000,,6138.00,229.56700000,1,1
"K2-374 b","K2-374",2022,"Transit","K2",4.52195300000,,1.59300000,3.16000000,,5789.00,359.43900000,1,2
"K2-374 c","K2-374",2022,"Transit","K2",16.43445000000,,2.21300000,5.53000000,,5789.00,359.43900000,1,2
"K2-375 b","K2-375",2022,"Transit","K2",14.45389500000,,2.24300000,5.66000000,,5822.00,696.10000000,1,1
"K2-376 b","K2-376",2022,"Transit","K2",5.77647500000,,1.73600000,3.66000000,,5937.00,161.61000000,1,1
"K2-377 b","K2-377",2022,"Transit","K2",12.83223500000,,1.69300000,3.51000000,,4200.00,195.14900000,1,1
"K2-378 b","K2-378",2022,"Transit","K2",2.06043800000,,2.88000000,8.65000000,,4823.00,687.97300000,1,1
"K2-379 b","K2-379",2022,"Transit","K2",8.77724700000,,2.18100000,5.40000000,,4603.00,182.20700000,1,1
"K2-380 b","K2-380",2022,"Transit","K2",9.40131200000,,2.72900000,7.89000000,,5911.00,249.30300000,1,1
"K2-381 b","K2-381",2022,"Transit","K2",7.93893340000,,1.07500000,1.26000000,,4473.00,145.70100000,1,3
"K2-381 c","K2-381",2022,"Transit","K2",16.03465600000,,2.00000000,4.66000000,,4473.00,145.70100000,1,3
"K2-381 d","K2-381",2022,"Transit","K2",26.80302300000,,1.68900000,3.50000000,,4473.00,145.70100000,1,3
"K2-382 b","K2-382",2022,"Transit","K2",21.70015600000,,2.07200000,4.95000000,,5452.00,278.41200000,1,1
"K2-383 b","K2-383",2022,"Transit","K2",1.86596200000,,1.56400000,3.07000000,,5129.00,203.78800000,1,1
"K2-384 b","K2-384",2022,"Transit","K2",2.23152700000,,1.07600000,1.26000000,,3623.00,82.66030000,1,5
"K2-384 c","K2-384",2022,"Transit","K2",4.19476600000,,1.19100000,1.82000000,,3623.00,82.66030000,1,5
"K2-384 d","K2-384",2022,"Transit","K2",6.67958200000,,1.39200000,2.52000000,,3623.00,82.66030000,1,5
"K2-384 e","K2-384",2022,"Transit","K2",9.71504300000,,1.34500000,2.37000000,,3623.00,82.66030000,1,5
"K2-384 f","K2-384",2022,"Transit","K2",13.62749000000,,2.22200000,5.57000000,,3623.00,82.66030000,1,5
"K2-385 b","K2-385",2022,"Transit","K2",2.38086700000,,1.53900000,2.98000000,,4844.00,420.81900000,1,1
"K2-386 b","K2-386",2022,"Transit","K2",7.47322300000,,2.32000000,5.99000000,,5749.00,428.78500000,1,1
"K2-387 b","K2-387",2022,"Transit","K2",28.73532700000,,7.32200000,42.20000000,,3572.00,266.31800000,1,1
"K2-388 b","K2-388",2022,"Transit","K2",6.33932000000,,3.90000000,14.50000000,874.00,5310.00,290.49500000,1,1
"K2-389 b","K2-389",2022,"Transit","K2",8.58289000000,,2.33000000,6.04000000,932.00,5773.00,259.20800000,1,2
"K2-389 c","K2-389",2022,"Transit","K2",20.85133700000,,2.04000000,4.82000000,,5782.00,259.20800000,1,2
"K2-390 b","K2-390",2022,"Transit","K2",3.31279200000,,4.66200000,19.60000000,1119.00,5558.00,456.12200000,1,1
"K2-391 b","K2-391",2022,"Transit","K2",4.62265400000,,1.37100000,2.45000000,,5543.00,507.94000000,1,1
"K2-392 b","K2-392",2022,"Transit","K2",15.39872300000,,1.85000000,4.08000000,,5726.00,406.98500000,1,1
"K2-393 b","K2-393",2022,"Transit","K2",10.41318100000,,2.35200000,6.13000000,,5678.00,265.91400000,1,1
"K2-394 b","K2-394",2022,"Transit","K2",5.09571700000,,1.69200000,3.51000000,643.00,4938.00,98.01520000,1,1
"K2-395 b","K2-395",2022,"Transit","K2",4.80335200000,,2.59700000,7.26000000,,5007.00,286.72700000,1,2
"K2-395 c","K2-395",2022,"Transit","K2",8.49128200000,,3.39500000,11.40000000,,5007.00,286.72700000,1,2
"K2-396 b","K2-396",2022,"Transit","K2",0.67386200000,,1.57900000,3.12000000,,5236.00,274.86400000,1,2
"K2-396 c","K2-396",2022,"Transit","K2",25.76051000000,,3.12400000,9.93000000,,5236.00,274.86400000,1,2
"K2-397 b","K2-397",2022,"Transit","K2",3.57232600000,,2.41700000,6.42000000,,5387.00,199.35400000,1,1
"K2-398 b","K2-398",2022,"Transit","K2",6.39302500000,,2.27400000,5.79000000,,5946.00,606.99200000,1,2
"K2-398 c","K2-398",2022,"Transit","K2",18.78783900000,,5.09800000,22.80000000,,5946.00,606.99200000,1,2
"K2-400 b","K2-400",2022,"Transit","K2",3.86505300000,,1.16300000,1.67000000,,3578.00,62.38040000,1,1
"K2-401 b","K2-401",2022,"Transit","K2",6.29309900000,,2.26200000,5.74000000,,4213.00,200.72700000,1,1
"K2-402 b","K2-402",2022,"Transit","K2",17.27474000000,,2.67800000,7.65000000,,5716.00,523.05500000,1,1
"K2-403 b","K2-403",2022,"Transit","K2",33.58997900000,,5.33300000,24.60000000,949.00,5511.00,246.59900000,1,1
"K2-404 b","K2-404",2022,"Transit","K2",13.11536500000,,2.53000000,6.94000000,,3748.00,121.63000000,1,1
"K2-405 b","K2-405",2022,"Transit","K2",3.43547100000,,4.56900000,18.90000000,969.00,4927.00,197.23400000,1,1
"K2-406 b","K2-406",2022,"Transit","K2",22.54940600000,,4.60200000,19.20000000,,5784.00,85.37510000,1,1
"K2-407 b","K2-407",2022,"Transit","K2",4.94190700000,,1.28300000,2.19000000,,5563.00,218.37600000,1,2
"K2-407 c","K2-407",2022,"Transit","K2",9.22453000000,,1.36000000,2.42000000,,5563.00,218.37600000,1,2
"K2-408 b","K2-408",2022,"Transit","K2",20.97895900000,,1.67700000,3.45000000,,5335.00,162.30600000,1,1
"K2-409 b","K2-409",2022,"Transit","K2",1.90808400000,,2.48200000,6.72000000,,5742.00,431.03100000,1,1
"K2-411 b","K2-411",2022,"Transit","K2",3.21410000000,0.0511000000,0.98980000,0.93700000,1428.52,5711.00,298.21900000,1,1
"K2-412 b","K2-412",2022,"Transit","K2",5.93820000000,0.0586000000,2.11600000,5.13000000,1100.64,5590.00,654.08500000,1,1
"K2-413 b","K2-413",2022,"Transit","K2",0.80940000000,0.0117000000,0.75990000,0.36300000,1535.20,4116.00,285.16200000,1,2
"K2-413 c","K2-413",2022,"Transit","K2",5.33010000000,0.0426000000,1.23270000,2.05000000,804.55,4116.00,285.16200000,1,2
"K2-414 b","K2-414",2022,"Transit","K2",4.36960000000,0.0487000000,1.21900000,1.98000000,811.92,4343.00,260.03600000,1,2
"K2-414 c","K2-414",2022,"Transit","K2",6.66900000000,0.0552000000,1.92870000,4.38000000,762.62,4343.00,260.03600000,1,2
"K2-99 c","K2-99",2022,"Radial Velocity","Multiple Observatories",522.20000000000,1.4300000000,12.60000000,2669.75861880,390.00,6069.00,519.22900000,1,2
"KIC 3526061 b","KIC 3526061",2022,"Radial Velocity","McDonald Observatory",3552.00000000000,5.1400000000,12.10000000,5768.58558705,248.63,4829.00,401.22900000,1,1
"KMT-2017-BLG-0673L b","KMT-2017-BLG-0673L",2022,"Microlensing","KMTNet",,2.3400000000,13.00000000,1166.43025369,,,5080.00000000,1,1
"KMT-2018-BLG-0030L b","KMT-2018-BLG-0030L",2022,"Microlensing","KMTNet",,4.3900000000,13.60000000,460.85119015,,,6480.00000000,1,1
"KMT-2018-BLG-0087L b","KMT-2018-BLG-0087L",2022,"Microlensing","KMTNet",,0.8700000000,10.10000000,73.10053361,,,7020.00000000,1,1
"KMT-2018-BLG-0247L b","KMT-2018-BLG-0247L",2022,"Microlensing","KMTNet",,2.4600000000,13.40000000,670.61793877,,,6760.00000000,1,1
"KMT-2018-BLG-1988L b","KMT-2018-BLG-1988L",2022,"Microlensing","KMTNet",,3.0900000000,2.22000000,5.56000000,,,4150.00000000,1,1
"KMT-2018-BLG-2602L b","KMT-2018-BLG-2602L",2022,"Microlensing","KMTNet",,3.8100000000,13.70000000,365.50266805,,,4310.00000000,1,1
"KMT-2019-BLG-0253L b","KMT-2019-BLG-0253L",2022,"Microlensing","KMTNet",,3.1000000000,2.99000000,9.20000000,,,4900.00000000,1,1
"KMT-2019-BLG-0414L b","KMT-2019-BLG-0414L",2022,"Microlensing","KMTNet",,1.1600000000,12.90000000,1452.47581999,,,4410.00000000,1,1
"KMT-2019-BLG-0953L b","KMT-2019-BLG-0953L",2022,"Microlensing","KMTNet",,1.1000000000,4.06000000,15.50000000,,,7200.00000000,1,1
"KMT-2019-BLG-1042L b","KMT-2019-BLG-1042L",2022,"Microlensing","KMTNet",,1.7000000000,9.05000000,60.38739733,,,6600.00000000,1,1
"KMT-2019-BLG-1552L b","KMT-2019-BLG-1552L",2022,"Microlensing","KMTNet",,2.6000000000,13.00000000,1287.20504835,,,4600.00000000,1,1
"KMT-2019-BLG-2974L b","KMT-2019-BLG-2974L",2022,"Microlensing","KMTNet",,2.0000000000,11.40000000,88.99195396,,,6100.00000000,1,1
"KMT-2021-BLG-0119L b","KMT-2021-BLG-0119L",2022,"Microlensing","KMTNet",,2.9200000000,12.80000000,1754.41280664,,,3130.00000000,1,1
"KMT-2021-BLG-0171L b","KMT-2021-BLG-0171L",2022,"Microlensing","KMTNet",,3.5000000000,3.35000000,11.20000000,,5200.00,4600.00000000,1,1
"KMT-2021-BLG-0192L b","KMT-2021-BLG-0192L",2022,"Microlensing","KMTNet",,1.6200000000,6.56000000,34.96112477,,,5120.00000000,1,1
"KMT-2021-BLG-0240L b","KMT-2021-BLG-0240L",2022,"Microlensing","KMTNet",,2.8000000000,9.60000000,66.74396547,,,6600.00000000,1,1
"KMT-2021-BLG-0320L b","KMT-2021-BLG-0320L",2022,"Microlensing","KMTNet",,1.5400000000,6.20000000,31.78284070,,,6950.00000000,1,1
"KMT-2021-BLG-0748L b","KMT-2021-BLG-0748L",2022,"Microlensing","KMTNet",,2.4300000000,14.30000000,143.02278315,,,6090.00000000,1,1
"KMT-2021-BLG-0912L b","KMT-2021-BLG-0912L",2022,"Microlensing","KMTNet",,3.1400000000,1.49000000,2.81000000,,,5560.00000000,1,1
"KMT-2021-BLG-1077L b","KMT-2021-BLG-1077L",2022,"Microlensing","KMTNet",,1.2600000000,9.86000000,69.92224954,,,8240.00000000,1,2
"KMT-2021-BLG-1077L c","KMT-2021-BLG-1077L",2022,"Microlensing","KMTNet",,0.9300000000,10.60000000,79.45710175,,,8240.00000000,1,2
"KMT-2021-BLG-1253L b","KMT-2021-BLG-1253L",2022,"Microlensing","KMTNet",,1.5200000000,4.59000000,19.05000000,,,6640.00000000,1,1
"KMT-2021-BLG-1303L b","KMT-2021-BLG-1303L",2022,"Microlensing","KMTNet",,2.8900000000,13.60000000,120.77479466,,,6280.00000000,1,1
"KMT-2021-BLG-1372L b","KMT-2021-BLG-1372L",2022,"Microlensing","KMTNet",,2.3700000000,9.12000000,61.27000000,,,5970.00000000,1,1
"KMT-2021-BLG-1391L b","KMT-2021-BLG-1391L",2022,"Microlensing","KMTNet",,2.2900000000,1.97000000,4.55000000,,,5720.00000000,1,1
"KMT-2021-BLG-1554L b","KMT-2021-BLG-1554L",2022,"Microlensing","KMTNet",,0.7200000000,6.90000000,38.13940884,,,7680.00000000,1,1
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",2022,"Microlensing","KMTNet",,2.5000000000,7.71000000,46.00000000,,4570.00,7200.00000000,1,1
"KMT-2021-BLG-1898L b","KMT-2021-BLG-1898L",2022,"Microlensing","KMTNet",,1.9000000000,14.00000000,232.01473711,,,6900.00000000,1,1
"KMT-2021-BLG-2294L b","KMT-2021-BLG-2294L",2022,"Microlensing","KMTNet",,1.1500000000,5.02000000,22.24798849,,,6800.00000000,1,1
"KOI-4777.01","KOI-4777",2022,"Transit","Kepler",0.41200000000,0.0080000000,0.51000000,99.20000000,1180.00,3515.00,172.24500000,1,1
"KOI-7368 b","KOI-7368",2022,"Transit","Kepler",6.84303440000,0.0678000000,2.22000000,5.56000000,805.00,5241.00,264.99500000,1,1
"KOI-7913 b","KOI-7913 A",2022,"Transit","Kepler",24.27855300000,0.1456000000,2.34000000,6.08000000,432.00,4324.00,271.27700000,2,1
"KOI-984 b","KOI-984",2022,"Transit","Kepler",4.28817850000,0.0504000000,4.30000000,17.10000000,1022.00,5295.00,252.66700000,1,2
"KOI-984 c","KOI-984",2022,"Transit Timing Variations","Kepler",21.51200000000,0.1467000000,14.10000000,209.80000000,597.00,5295.00,252.66700000,1,2
"Kepler-138 e","Kepler-138",2022,"Transit Timing Variations","Multiple Observatories",38.23000000000,0.1803000000,0.79700000,0.43000000,292.00,3841.00,66.86240000,1,4
"Kepler-1656 c","Kepler-1656",2022,"Radial Velocity","W. M. Keck Observatory",1919.00000000000,3.0530000000,14.00000000,126.40000000,161.19,5569.00,185.87500000,1,2
"Kepler-1972 b","Kepler-1972",2022,"Transit","Kepler",7.54425000000,0.0800600000,0.80200000,2.02000000,1084.00,5818.00,287.33900000,1,2
"Kepler-1972 c","Kepler-1972",2022,"Transit","Kepler",11.32950000000,0.1049300000,0.86800000,2.11000000,1215.00,5818.00,287.33900000,1,2
"Kepler-451 c","2MASS J19383260+4603591",2022,"Eclipse Timing Variations","Multiple Observatories",1460.00000000000,,13.50000000,511.70373527,,29564.00,396.33200000,2,3
"Kepler-451 d","2MASS J19383260+4603591",2022,"Eclipse Timing Variations","Multiple Observatories",43.00000000000,,13.50000000,559.37799632,,29564.00,396.33200000,2,3
"LP 890-9 b","LP 890-9",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.72990250000,0.0187500000,1.32000000,13.20000000,396.00,2850.00,32.42980000,1,2
"LP 890-9 c","LP 890-9",2022,"Transit","SPECULOOS Southern Observatory",8.45746300000,0.0398400000,1.36700000,25.30000000,272.00,2850.00,32.42980000,1,2
"LTT 1445 A c","LTT 1445 A",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.12390350000,0.0266100000,1.14700000,1.54000000,508.00,3340.00,6.86929000,3,2
"MOA-2019-BLG-008L b","MOA-2019-BLG-008L",2022,"Microlensing","MOA",,,12.20000000,5720.91132600,,,2700.00000000,1,1
"MOA-2020-BLG-135L b","MOA-2020-BLG-135L",2022,"Microlensing","MOA",,1.1100000000,3.37000000,11.30000000,,,7900.00000000,1,1
"NGTS-20 b","NGTS-20",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",54.18915000000,0.3130000000,11.99360935,947.12865286,688.00,5980.00,382.89800000,1,1
"NGTS-21 b","NGTS-21",2022,"Transit","Next-Generation Transit Survey (NGTS)",1.54338970000,0.0236000000,14.90794433,750.07504052,1357.00,4660.00,592.89100000,1,1
"NGTS-23 b","NGTS-23",2022,"Transit","Next-Generation Transit Survey (NGTS)",4.07643260000,0.0504000000,14.20177855,194.82881349,1327.00,6057.00,1074.95000000,1,1
"NGTS-24 b","NGTS-24",2022,"Transit","Next-Generation Transit Survey (NGTS)",3.46787960000,0.0479000000,13.60770257,165.27077164,1499.00,5820.00,683.06200000,1,1
"NGTS-25 b","NGTS-25",2022,"Transit","Next-Generation Transit Survey (NGTS)",2.82309300000,0.0388000000,11.46678726,203.09235207,1101.00,5321.00,521.23300000,1,1
"OGLE-2014-BLG-0319L b","OGLE-2014-BLG-0319L",2022,"Microlensing","OGLE",,3.4900000000,14.10000000,181.16219199,,,7730.00000000,1,1
"OGLE-2016-BLG-1093L b","OGLE-2016-BLG-1093L",2022,"Microlensing","OGLE",,2.1300000000,14.00000000,225.65816897,,,8120.00000000,1,1
"OGLE-2017-BLG-1691L b","OGLE-2017-BLG-1691L",2022,"Microlensing","OGLE",,2.4100000000,3.92000000,14.62010672,,,7290.00000000,1,1
"OGLE-2018-BLG-0298L b","OGLE-2018-BLG-0298L",2022,"Microlensing","OGLE",,2.8600000000,7.56000000,44.49597698,,,6540.00000000,1,1
"OGLE-2018-BLG-0383L b","OGLE-2018-BLG-0383L",2022,"Microlensing","OGLE",,1.8000000000,2.41000000,6.40000000,,,7700.00000000,1,1
"OGLE-2018-BLG-0506L b","OGLE-2018-BLG-0506L",2022,"Microlensing","OGLE",,3.0000000000,4.18000000,16.30000000,,,5600.00000000,1,1
"OGLE-2018-BLG-0516L b","OGLE-2018-BLG-0516L",2022,"Microlensing","OGLE",,2.2000000000,4.73000000,20.10000000,,,7000.00000000,1,1
"OGLE-2018-BLG-0799L b","OGLE-2018-BLG-0799L",2022,"Microlensing","OGLE",,1.2800000000,10.90000000,82.63538582,,,4050.00000000,1,1
"OGLE-2018-BLG-0932L b","OGLE-2018-BLG-0932L",2022,"Microlensing","KMTNet",,1.7500000000,13.90000000,282.86728223,,,6620.00000000,1,1
"OGLE-2018-BLG-0977L b","OGLE-2018-BLG-0977L",2022,"Microlensing","OGLE",,2.0000000000,2.41000000,6.40000000,,,6500.00000000,1,1
"OGLE-2018-BLG-1119L b","OGLE-2018-BLG-1119L",2022,"Microlensing","OGLE",,4.0600000000,13.90000000,289.22385037,,,5760.00000000,1,1
"OGLE-2018-BLG-1126L b","OGLE-2018-BLG-1126L",2022,"Microlensing","KMTNet",,3.2300000000,4.41000000,17.79839079,,,5700.00000000,1,1
"OGLE-2018-BLG-1212L b","OGLE-2018-BLG-1212L",2022,"Microlensing","KMTNet",,1.6800000000,9.32000000,63.56568140,,,1550.00000000,1,1
"OGLE-2018-BLG-1367L b","OGLE-2018-BLG-1367L",2022,"Microlensing","KMTNet",,1.2100000000,13.80000000,301.93698665,,,5370.00000000,1,1
"OGLE-2018-BLG-1647L b","OGLE-2018-BLG-1647L",2022,"Microlensing","KMTNet",,1.3600000000,13.80000000,308.29355479,,,7880.00000000,1,1
"OGLE-2019-BLG-0362L b","OGLE-2019-BLG-0362L",2022,"Microlensing","OGLE",,2.1800000000,13.10000000,1036.12060682,,,5830.00000000,1,1
"OGLE-2019-BLG-0468L b","OGLE-2019-BLG-0468L",2022,"Microlensing","OGLE",,3.2900000000,13.10000000,1090.15143601,,,4400.00000000,1,2
"OGLE-2019-BLG-0468L c","OGLE-2019-BLG-0468L",2022,"Microlensing","OGLE",,2.7700000000,12.50000000,3248.20631954,,,4400.00000000,1,2
"OGLE-2019-BLG-1470L AB c","OGLE-2019-BLG-1470L A",2022,"Microlensing","OGLE",,3.2000000000,13.30000000,699.22249540,,,5900.00000000,2,1
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L",2022,"Microlensing","OGLE",,2.7000000000,6.79000000,37.10000000,,,5600.00000000,1,1
"Ross 508 b","Ross 508",2022,"Radial Velocity","Subaru Telescope",10.77000000000,0.0536600000,1.83000000,4.00000000,293.86,3071.00,11.21030000,1,1
"TOI-1064 b","TOI-1064",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",6.44386800000,0.0615200000,2.58700000,13.50000000,784.00,4734.00,68.07260000,1,2
"TOI-1064 c","TOI-1064",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",12.22657400000,0.0942900000,2.65100000,2.50000000,634.00,4734.00,68.07260000,1,2
"TOI-1075 b","TOI-1075",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0.60473280000,0.0115900000,1.79100000,9.95000000,1323.00,3875.00,61.45920000,1,1
"TOI-1107 b","TOI-1107",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",4.07823870000,0.0561000000,14.57167491,1064.72516345,1728.00,6311.00,281.31400000,1,1
"TOI-1136 b","TOI-1136",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",4.17270000000,0.0510600000,1.90000000,3.50000000,1216.00,5770.00,84.53620000,1,6
"TOI-1136 c","TOI-1136",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",6.25740000000,0.0669000000,2.87900000,6.32000000,1062.00,5770.00,84.53620000,1,6
"TOI-1136 d","TOI-1136",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",12.51990000000,0.1062000000,4.62700000,8.35000000,843.00,5770.00,84.53620000,1,6
"TOI-1136 e","TOI-1136",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",18.80100000000,0.1400000000,2.63900000,6.07000000,737.00,5770.00,84.53620000,1,6
"TOI-1136 f","TOI-1136",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",26.32100000000,0.1740000000,3.73591482,9.70000000,658.00,5770.00,84.53620000,1,6
"TOI-1136 g","TOI-1136",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",39.54500000000,0.2290000000,2.53000000,5.60000000,574.00,5770.00,84.53620000,1,6
"TOI-1181 b","TOI-1181",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.10318900000,0.0364000000,17.02644168,374.71969185,1942.12,6054.00,302.81900000,1,1
"TOI-1227 b","TOI-1227",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",27.36397000000,0.0886000000,9.57246952,66.50000000,243.77,3072.00,100.64100000,1,1
"TOI-1238 b","TOI-1238",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0.76459700000,0.0139000000,1.21000000,3.76000000,1133.00,4089.00,70.71450000,1,2
"TOI-1238 c","TOI-1238",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.29473600000,0.0370000000,2.11000000,8.32000000,695.00,4089.00,70.71450000,1,2
"TOI-1246 b","TOI-1246",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",4.30744000000,0.0490000000,3.01000000,8.10000000,955.00,5151.00,169.42200000,1,4
"TOI-1246 c","TOI-1246",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",5.90413700000,0.0610000000,2.45109846,9.10000000,862.49,5213.00,169.42200000,1,4
"TOI-1246 d","TOI-1246",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",18.65487400000,0.1320000000,3.43139739,5.40000000,587.77,5213.00,169.42200000,1,4
"TOI-1246 e","TOI-1246",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",37.92548000000,0.2120000000,3.51418750,14.50000000,463.98,5213.00,169.42200000,1,4
"TOI-1260 d","TOI-1260",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",16.60816400000,0.1116000000,3.12000000,11.84000000,499.00,4227.00,73.59770000,1,3
"TOI-1268 b","TOI-1268",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",8.15770940000,0.0711000000,9.10000000,96.40000000,918.90,5300.00,109.55700000,1,1
"TOI-1272 b","TOI-1272",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.31597650000,0.0410000000,4.26000000,24.10000000,1051.00,4985.00,137.57200000,1,1
"TOI-1288 b","TOI-1288",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.69982790000,0.0374000000,4.96846551,44.10000000,1203.44,5388.00,114.86500000,1,2
"TOI-1288 c","TOI-1288",2022,"Radial Velocity","Multiple Observatories",416.00000000000,1.0700000000,11.10000000,85.70000000,245.88,5388.00,114.86500000,1,2
"TOI-1411 b","TOI-1411",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.45205270000,0.0212200000,1.19880592,2.00000000,976.40,4115.00,32.47780000,1,1
"TOI-1422 b","TOI-1422",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",12.99894000000,0.1070000000,3.83000000,9.50000000,870.00,5840.00,155.14100000,1,2
"TOI-1442 b","TOI-1442",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0.40906770000,0.0071000000,1.17000000,1.71000000,1072.00,3330.00,41.16590000,1,1
"TOI-1452 b","TOI-1452",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",11.06201000000,0.0610000000,1.67200000,4.82000000,326.00,3185.00,30.52120000,2,1
"TOI-1468 b","TOI-1468",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.88052010000,0.0210700000,1.40100000,3.04000000,683.50,3376.00,24.73990000,1,2
"TOI-1468 c","TOI-1468",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",15.53247700000,0.0860800000,2.12600000,4.10000000,338.10,3376.00,24.73990000,1,2
"TOI-1516 b","TOI-1516",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.05601400000,,15.24421375,1004.33776612,1839.00,6520.00,247.05400000,1,1
"TOI-1634 c","TOI-1634",2022,"Radial Velocity","Multiple Observatories",103.00000000000,,,,,3472.00,35.27360000,2,2
"TOI-1670 b","TOI-1670",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",10.98462000000,0.1030000000,2.06000000,41.31769291,1062.00,6170.00,168.06700000,1,2
"TOI-1670 c","TOI-1670",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",40.74976000000,0.2490000000,11.06326395,200.23189641,684.00,6170.00,168.06700000,1,2
"TOI-1693 b","TOI-1693",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.76669570000,0.0226000000,1.41000000,2.57000000,764.00,3499.00,30.79470000,1,1
"TOI-1695 b","TOI-1695",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.13427910000,0.0335480000,1.90000000,6.36000000,698.00,3690.00,45.13090000,1,1
"TOI-1696 b","TOI-1696",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.50031100000,0.0229000000,3.09000000,48.80000000,489.00,3185.00,64.91720000,1,1
"TOI-1710 b","TOI-1710",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",24.28336000000,0.1630000000,5.25800000,13.20000000,602.99,5730.00,81.22710000,2,1
"TOI-1759 b","TOI-1759",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",18.85019000000,0.1177000000,3.14000000,10.80000000,443.00,4065.00,40.06540000,1,1
"TOI-1820 b","TOI-1820",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",4.86067400000,0.0610000000,12.77823800,731.00533610,1375.00,5734.00,248.50400000,1,1
"TOI-1860 b","TOI-1860",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.06621070000,0.0204000000,1.31000000,2.27000000,1885.00,5752.00,45.86400000,1,1
"TOI-2025 b","TOI-2025",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",8.87209820000,0.0892000000,11.89272852,1144.18226520,1166.00,5977.00,335.98500000,1,1
"TOI-2046 b","TOI-2046",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.49718420000,,16.14093221,731.00533610,1828.82,6250.00,289.66800000,1,1
